Gemeinde,Year,Abschnitt,Betrag in Euro
schildorn,2010,Berufsb. Unterricht,1572.71
schildorn,2010,Außerschulische Jugenerziehung,300.00
schildorn,2010,Summe,407973.58
schildorn,2011,Sport und außerschulische Leibeserziehung,206324.56
schildorn,2011,Vorschulische Erziehung,166313.63
schildorn,2011,Allgemeinbildender Unterricht,132417.24
schildorn,2011,Berufsb. Unterricht,2319.68
schildorn,2011,Außerschulische Jugenerziehung,387.79
schildorn,2011,Summe,507762.9
schildorn,2012,Sport und außerschulische Leibeserziehung,350974.84
schildorn,2012,Vorschulische Erziehung,164843.67
schildorn,2012,Allgemeinbildender Unterricht,148200.30
schildorn,2012,Berufsb. Unterricht,662.42
schildorn,2012,Außerschulische Jugenerziehung,300.00
schildorn,2012,Summe,664981.23
schildorn,2013,Sport und außerschulische Leibeserziehung,442722.10
schildorn,2013,Vorschulische Erziehung,200930.70
schildorn,2013,Allgemeinbildender Unterricht,143131.48
schildorn,2013,Außerschulische Jugenerziehung,445.80
schildorn,2013,Berufsb. Unterricht,362.52
schildorn,2013,Summe,787592.6
schildorn,2014,Vorschulische Erziehung,187915.24
schildorn,2014,Allgemeinbildender Unterricht,183589.92
schildorn,2014,Sport und außerschulische Leibeserziehung,178958.45
schildorn,2014,Berufsb. Unterricht,1596.85
schildorn,2014,Außerschulische Jugenerziehung,1034.30
schildorn,2014,Summe,553094.76
schildorn,2015,Vorschulische Erziehung,248648.85
schildorn,2015,Allgemeinbildender Unterricht,137403.73
schildorn,2015,Sport und außerschulische Leibeserziehung,127494.66
schildorn,2015,Förderung des Unterrichtes,2058.87
schildorn,2015,Berufsb. Unterricht,1015.90
schildorn,2015,Außerschulische Jugenerziehung,320.37
schildorn,2015,Summe,516942.38
schildorn,2016,Vorschulische Erziehung,252564.92
schildorn,2016,Allgemeinbildender Unterricht,196278.08
schildorn,2016,Sport und außerschulische Leibeserziehung,92593.82
schildorn,2016,Förderung des Unterrichtes,1932.23
schildorn,2016,Berufsb. Unterricht,1517.89
schildorn,2016,Außerschulische Jugenerziehung,526.00
schildorn,2016,Summe,545412.94
schildorn,2017,Vorschulische Erziehung,331443.67
schildorn,2017,Allgemeinbildender Unterricht,143488.23
schildorn,2017,Sport und außerschulische Leibeserziehung,94184.23
schildorn,2017,Forschung und Wissenschaft,1725.00
schildorn,2017,Berufsb. Unterricht,1363.68
schildorn,2017,Förderung des Unterrichtes,1144.56
schildorn,2017,Außerschulische Jugenerziehung,438.00
schildorn,2017,Summe,573787.37
schildorn,2018,Vorschulische Erziehung,270933.17
schildorn,2018,Allgemeinbildender Unterricht,143011.82
schildorn,2018,Sport und außerschulische Leibeserziehung,8883.17
schildorn,2018,Berufsb. Unterricht,1290.82
schildorn,2018,Forschung und Wissenschaft,1275.00
schildorn,2018,Förderung des Unterrichtes,1057.51
schildorn,2018,Außerschulische Jugenerziehung,419.00
schildorn,2018,Summe,426870.49
schildorn,2019,Vorschulische Erziehung,261497.70
schildorn,2019,Allgemeinbildender Unterricht,131663.23
schildorn,2019,Sport und außerschulische Leibeserziehung,10828.99
schildorn,2019,Berufsb. Unterricht,1330.78
schildorn,2019,Außerschulische Jugenerziehung,796.10
schildorn,2019,Forschung und Wissenschaft,675.00
schildorn,2019,Förderung des Unterrichtes,529.30
schildorn,2019,Summe,407321.1
schlatt,2007,Allgemeinbildender Unterricht,98318.90
schlatt,2007,Vorschulische Erziehung,97120.60
schlatt,2007,Berufsb. Unterricht,11615.46
schlatt,2007,Förderung des Unterrichtes,7557.05
schlatt,2007,Sport und außerschulische Leibeserziehung,4911.94
schlatt,2007,Summe,219523.95
schlatt,2008,Allgemeinbildender Unterricht,103287.35
schlatt,2008,Vorschulische Erziehung,90506.42
schlatt,2008,Berufsb. Unterricht,19659.82
schlatt,2008,Förderung des Unterrichtes,10813.43
schlatt,2008,Sport und außerschulische Leibeserziehung,5567.81
schlatt,2008,Außerschulische Jugenerziehung,204.68
schlatt,2008,Summe,230039.51
schlatt,2009,Vorschulische Erziehung,114651.56
schlatt,2009,Allgemeinbildender Unterricht,104493.79
schlatt,2009,Berufsb. Unterricht,20330.42
schlatt,2009,Förderung des Unterrichtes,9476.78
schlatt,2009,Sport und außerschulische Leibeserziehung,7084.81
schlatt,2009,Summe,256037.36
schlatt,2010,Allgemeinbildender Unterricht,109718.59
schlatt,2010,Vorschulische Erziehung,106548.60
schlatt,2010,Berufsb. Unterricht,23188.52
schlatt,2010,Förderung des Unterrichtes,7137.61
schlatt,2010,Sport und außerschulische Leibeserziehung,6376.39
schlatt,2010,Außerschulische Jugenerziehung,195.80
schlatt,2010,Summe,253165.51
schlatt,2011,Vorschulische Erziehung,119940.02
schlatt,2011,Allgemeinbildender Unterricht,93177.09
schlatt,2011,Berufsb. Unterricht,16085.44
schlatt,2011,Sport und außerschulische Leibeserziehung,9516.42
schlatt,2011,Förderung des Unterrichtes,9226.24
schlatt,2011,Außerschulische Jugenerziehung,2447.71
schlatt,2011,Summe,250392.92
schlatt,2012,Vorschulische Erziehung,126167.05
schlatt,2012,Allgemeinbildender Unterricht,93734.24
schlatt,2012,Berufsb. Unterricht,7971.04
schlatt,2012,Förderung des Unterrichtes,6068.76
schlatt,2012,Sport und außerschulische Leibeserziehung,5701.50
schlatt,2012,Außerschulische Jugenerziehung,3458.00
schlatt,2012,Summe,243100.59
schlatt,2013,Vorschulische Erziehung,121357.83
schlatt,2013,Allgemeinbildender Unterricht,89051.84
schlatt,2013,Berufsb. Unterricht,8894.00
schlatt,2013,Förderung des Unterrichtes,6454.92
schlatt,2013,Sport und außerschulische Leibeserziehung,6306.56
schlatt,2013,Außerschulische Jugenerziehung,3844.00
schlatt,2013,Summe,235909.15
schlatt,2014,Vorschulische Erziehung,111724.63
schlatt,2014,Allgemeinbildender Unterricht,83368.30
schlatt,2014,Sport und außerschulische Leibeserziehung,30589.76
schlatt,2014,Berufsb. Unterricht,9957.85
schlatt,2014,Förderung des Unterrichtes,6640.84
schlatt,2014,Außerschulische Jugenerziehung,2581.50
schlatt,2014,Summe,244862.88
schlatt,2015,Vorschulische Erziehung,109980.79
schlatt,2015,Allgemeinbildender Unterricht,86081.74
schlatt,2015,Sport und außerschulische Leibeserziehung,34521.53
schlatt,2015,Berufsb. Unterricht,6455.25
schlatt,2015,Förderung des Unterrichtes,6241.00
schlatt,2015,Außerschulische Jugenerziehung,3911.50
schlatt,2015,Forschung und Wissenschaft,1200.00
schlatt,2015,Summe,248391.81
schlatt,2016,Vorschulische Erziehung,111663.60
schlatt,2016,Allgemeinbildender Unterricht,78061.20
schlatt,2016,Sport und außerschulische Leibeserziehung,12665.68
schlatt,2016,Förderung des Unterrichtes,7258.52
schlatt,2016,Außerschulische Jugenerziehung,5011.26
schlatt,2016,Berufsb. Unterricht,4970.82
schlatt,2016,Forschung und Wissenschaft,2700.00
schlatt,2016,Summe,222331.08
schlatt,2017,Vorschulische Erziehung,127788.15
schlatt,2017,Allgemeinbildender Unterricht,98231.97
schlatt,2017,Sport und außerschulische Leibeserziehung,10690.78
schlatt,2017,Förderung des Unterrichtes,8534.00
schlatt,2017,Berufsb. Unterricht,4236.00
schlatt,2017,Forschung und Wissenschaft,3300.00
schlatt,2017,Außerschulische Jugenerziehung,2216.50
schlatt,2017,Summe,254997.4
schlatt,2018,Vorschulische Erziehung,128319.17
schlatt,2018,Allgemeinbildender Unterricht,104076.96
schlatt,2018,Sport und außerschulische Leibeserziehung,16602.79
schlatt,2018,Berufsb. Unterricht,7707.01
schlatt,2018,Förderung des Unterrichtes,7544.00
schlatt,2018,Außerschulische Jugenerziehung,6799.00
schlatt,2018,Forschung und Wissenschaft,3300.00
schlatt,2018,Summe,274348.93
schlatt,2019,Vorschulische Erziehung,154047.71
schlatt,2019,Allgemeinbildender Unterricht,87738.87
schlatt,2019,Sport und außerschulische Leibeserziehung,70050.91
schlatt,2019,Berufsb. Unterricht,11124.57
schlatt,2019,Förderung des Unterrichtes,8478.01
schlatt,2019,Außerschulische Jugenerziehung,5565.00
schlatt,2019,Forschung und Wissenschaft,2500.00
schlatt,2019,Summe,339505.07
schleißheim,2007,Allgemeinbildender Unterricht,72778.68
schleißheim,2007,Vorschulische Erziehung,35709.19
schleißheim,2007,Förderung des Unterrichtes,25938.15
schleißheim,2007,Außerschulische Jugenerziehung,23787.46
schleißheim,2007,Sport und außerschulische Leibeserziehung,10927.98
schleißheim,2007,Berufsb. Unterricht,1124.00
schleißheim,2007,Summe,170265.46
schleißheim,2008,Allgemeinbildender Unterricht,106804.13
schleißheim,2008,Vorschulische Erziehung,43259.42
schleißheim,2008,Förderung des Unterrichtes,30300.89
schleißheim,2008,Außerschulische Jugenerziehung,16469.99
schleißheim,2008,Sport und außerschulische Leibeserziehung,7123.16
schleißheim,2008,Berufsb. Unterricht,1733.62
schleißheim,2008,Summe,205691.21
schleißheim,2009,Allgemeinbildender Unterricht,121549.71
schleißheim,2009,Vorschulische Erziehung,60097.06
schleißheim,2009,Förderung des Unterrichtes,34568.58
schleißheim,2009,Außerschulische Jugenerziehung,23364.28
schleißheim,2009,Sport und außerschulische Leibeserziehung,14926.65
schleißheim,2009,Berufsb. Unterricht,2212.22
schleißheim,2009,Summe,256718.5
schleißheim,2010,Allgemeinbildender Unterricht,694184.33
schleißheim,2010,Vorschulische Erziehung,81735.22
schleißheim,2010,Förderung des Unterrichtes,29863.90
schleißheim,2010,Außerschulische Jugenerziehung,13603.11
schleißheim,2010,Sport und außerschulische Leibeserziehung,10613.43
schleißheim,2010,Berufsb. Unterricht,2770.28
schleißheim,2010,Summe,832770.27
schleißheim,2011,Allgemeinbildender Unterricht,523234.87
schleißheim,2011,Vorschulische Erziehung,132021.94
schleißheim,2011,Förderung des Unterrichtes,39601.76
schleißheim,2011,Außerschulische Jugenerziehung,28003.57
schleißheim,2011,Sport und außerschulische Leibeserziehung,22327.95
schleißheim,2011,Berufsb. Unterricht,4680.94
schleißheim,2011,Summe,749871.03
schleißheim,2012,Allgemeinbildender Unterricht,313728.58
schleißheim,2012,Vorschulische Erziehung,126117.62
schleißheim,2012,Förderung des Unterrichtes,46722.46
schleißheim,2012,Sport und außerschulische Leibeserziehung,41480.38
schleißheim,2012,Außerschulische Jugenerziehung,28593.57
schleißheim,2012,Berufsb. Unterricht,3505.26
schleißheim,2012,Summe,560147.87
schleißheim,2013,Allgemeinbildender Unterricht,170233.31
schleißheim,2013,Vorschulische Erziehung,143331.12
schleißheim,2013,Förderung des Unterrichtes,47357.61
schleißheim,2013,Außerschulische Jugenerziehung,31482.59
schleißheim,2013,Sport und außerschulische Leibeserziehung,11254.27
schleißheim,2013,Berufsb. Unterricht,4510.34
schleißheim,2013,Summe,408169.24
schleißheim,2014,Vorschulische Erziehung,241636.88
schleißheim,2014,Allgemeinbildender Unterricht,125855.09
schleißheim,2014,Förderung des Unterrichtes,44709.98
schleißheim,2014,Außerschulische Jugenerziehung,23201.36
schleißheim,2014,Sport und außerschulische Leibeserziehung,17258.61
schleißheim,2014,Berufsb. Unterricht,4079.60
schleißheim,2014,Summe,456741.52
schleißheim,2015,Vorschulische Erziehung,561645.91
schleißheim,2015,Allgemeinbildender Unterricht,555081.71
schleißheim,2015,Förderung des Unterrichtes,54298.45
schleißheim,2015,Außerschulische Jugenerziehung,45304.07
schleißheim,2015,Sport und außerschulische Leibeserziehung,17348.63
schleißheim,2015,Berufsb. Unterricht,115.85
schleißheim,2015,Summe,1233794.62
schleißheim,2016,Vorschulische Erziehung,606281.22
schleißheim,2016,Allgemeinbildender Unterricht,319098.11
schleißheim,2016,Förderung des Unterrichtes,63737.51
schleißheim,2016,Außerschulische Jugenerziehung,49834.74
schleißheim,2016,Sport und außerschulische Leibeserziehung,16438.68
schleißheim,2016,Berufsb. Unterricht,1730.00
schleißheim,2016,Summe,1057120.26
schleißheim,2017,Vorschulische Erziehung,626259.19
schleißheim,2017,Allgemeinbildender Unterricht,274281.19
schleißheim,2017,Förderung des Unterrichtes,190886.84
schleißheim,2017,Sport und außerschulische Leibeserziehung,68980.60
schleißheim,2017,Außerschulische Jugenerziehung,40643.02
schleißheim,2017,Berufsb. Unterricht,2973.36
schleißheim,2017,Summe,1204024.2
schleißheim,2018,Vorschulische Erziehung,693092.55
schleißheim,2018,Allgemeinbildender Unterricht,494122.16
schleißheim,2018,Sport und außerschulische Leibeserziehung,100674.26
schleißheim,2018,Förderung des Unterrichtes,66129.02
schleißheim,2018,Außerschulische Jugenerziehung,53351.13
schleißheim,2018,Berufsb. Unterricht,5104.46
schleißheim,2018,Summe,1412473.58
schleißheim,2019,Vorschulische Erziehung,706581.93
schleißheim,2019,Allgemeinbildender Unterricht,303475.11
schleißheim,2019,Sport und außerschulische Leibeserziehung,91883.64
schleißheim,2019,Förderung des Unterrichtes,63112.04
schleißheim,2019,Außerschulische Jugenerziehung,60252.63
schleißheim,2019,Berufsb. Unterricht,3311.56
schleißheim,2019,Summe,1228616.91
schlierbach,2007,Allgemeinbildender Unterricht,268651.90
schlierbach,2007,Vorschulische Erziehung,240684.18
schlierbach,2007,Berufsb. Unterricht,41865.59
schlierbach,2007,Förderung des Unterrichtes,32883.89
schlierbach,2007,Sport und außerschulische Leibeserziehung,24641.23
schlierbach,2007,Erwachsenenbildung,3808.50
schlierbach,2007,Außerschulische Jugenerziehung,1080.00
schlierbach,2007,Summe,613615.29
schlierbach,2008,Allgemeinbildender Unterricht,318022.99
schlierbach,2008,Vorschulische Erziehung,249515.53
schlierbach,2008,Berufsb. Unterricht,38356.00
schlierbach,2008,Förderung des Unterrichtes,36948.36
schlierbach,2008,Sport und außerschulische Leibeserziehung,16150.91
schlierbach,2008,Erwachsenenbildung,6093.84
schlierbach,2008,Außerschulische Jugenerziehung,3090.00
schlierbach,2008,Summe,668177.63
schlierbach,2009,Allgemeinbildender Unterricht,344827.07
schlierbach,2009,Vorschulische Erziehung,279649.80
schlierbach,2009,Förderung des Unterrichtes,48160.56
schlierbach,2009,Sport und außerschulische Leibeserziehung,36816.36
schlierbach,2009,Berufsb. Unterricht,34642.00
schlierbach,2009,Erwachsenenbildung,3960.23
schlierbach,2009,Außerschulische Jugenerziehung,1579.00
schlierbach,2009,Summe,749635.02
schlierbach,2010,Allgemeinbildender Unterricht,293764.30
schlierbach,2010,Vorschulische Erziehung,270410.19
schlierbach,2010,Berufsb. Unterricht,43561.19
schlierbach,2010,Förderung des Unterrichtes,31249.86
schlierbach,2010,Sport und außerschulische Leibeserziehung,12527.13
schlierbach,2010,Erwachsenenbildung,3928.01
schlierbach,2010,Außerschulische Jugenerziehung,865.75
schlierbach,2010,Summe,656306.43
schlierbach,2011,Vorschulische Erziehung,305555.42
schlierbach,2011,Allgemeinbildender Unterricht,303195.87
schlierbach,2011,Berufsb. Unterricht,40802.75
schlierbach,2011,Förderung des Unterrichtes,28504.98
schlierbach,2011,Sport und außerschulische Leibeserziehung,14952.67
schlierbach,2011,Außerschulische Jugenerziehung,7829.88
schlierbach,2011,Erwachsenenbildung,4156.68
schlierbach,2011,Summe,704998.25
schlierbach,2012,Vorschulische Erziehung,314171.39
schlierbach,2012,Allgemeinbildender Unterricht,291998.62
schlierbach,2012,Berufsb. Unterricht,29884.00
schlierbach,2012,Förderung des Unterrichtes,29752.11
schlierbach,2012,Außerschulische Jugenerziehung,15704.60
schlierbach,2012,Sport und außerschulische Leibeserziehung,13628.25
schlierbach,2012,Erwachsenenbildung,4686.02
schlierbach,2012,Summe,699824.99
schlierbach,2013,Vorschulische Erziehung,381895.42
schlierbach,2013,Allgemeinbildender Unterricht,286380.32
schlierbach,2013,Förderung des Unterrichtes,27330.88
schlierbach,2013,Außerschulische Jugenerziehung,24369.52
schlierbach,2013,Berufsb. Unterricht,24074.00
schlierbach,2013,Sport und außerschulische Leibeserziehung,11940.23
schlierbach,2013,Erwachsenenbildung,3537.33
schlierbach,2013,Summe,759527.7
schlierbach,2014,Vorschulische Erziehung,416294.12
schlierbach,2014,Allgemeinbildender Unterricht,287533.77
schlierbach,2014,Förderung des Unterrichtes,30601.85
schlierbach,2014,Außerschulische Jugenerziehung,26175.15
schlierbach,2014,Berufsb. Unterricht,20466.00
schlierbach,2014,Sport und außerschulische Leibeserziehung,15327.50
schlierbach,2014,Erwachsenenbildung,7573.70
schlierbach,2014,Summe,803972.09
schlierbach,2015,Vorschulische Erziehung,487213.16
schlierbach,2015,Allgemeinbildender Unterricht,323709.28
schlierbach,2015,Förderung des Unterrichtes,31614.24
schlierbach,2015,Außerschulische Jugenerziehung,26373.59
schlierbach,2015,Sport und außerschulische Leibeserziehung,23015.36
schlierbach,2015,Berufsb. Unterricht,21719.75
schlierbach,2015,Erwachsenenbildung,5219.20
schlierbach,2015,Forschung und Wissenschaft,1880.00
schlierbach,2015,Summe,920744.58
schlierbach,2016,Vorschulische Erziehung,558171.49
schlierbach,2016,Allgemeinbildender Unterricht,302604.34
schlierbach,2016,Sport und außerschulische Leibeserziehung,43375.23
schlierbach,2016,Berufsb. Unterricht,28446.00
schlierbach,2016,Außerschulische Jugenerziehung,28392.44
schlierbach,2016,Förderung des Unterrichtes,9287.91
schlierbach,2016,Erwachsenenbildung,4691.88
schlierbach,2016,Forschung und Wissenschaft,2300.00
schlierbach,2016,Summe,977269.29
schlierbach,2017,Vorschulische Erziehung,484465.53
schlierbach,2017,Allgemeinbildender Unterricht,308135.35
schlierbach,2017,Berufsb. Unterricht,38079.02
schlierbach,2017,Außerschulische Jugenerziehung,18797.59
schlierbach,2017,Förderung des Unterrichtes,16824.16
schlierbach,2017,Sport und außerschulische Leibeserziehung,15539.49
schlierbach,2017,Erwachsenenbildung,5635.06
schlierbach,2017,Forschung und Wissenschaft,1770.00
schlierbach,2017,Summe,889246.2
schlierbach,2018,Vorschulische Erziehung,934960.75
schlierbach,2018,Allgemeinbildender Unterricht,307791.26
schlierbach,2018,Berufsb. Unterricht,50834.42
schlierbach,2018,Außerschulische Jugenerziehung,30688.01
schlierbach,2018,Sport und außerschulische Leibeserziehung,28083.04
schlierbach,2018,Förderung des Unterrichtes,20338.88
schlierbach,2018,Erwachsenenbildung,5069.36
schlierbach,2018,Forschung und Wissenschaft,1800.00
schlierbach,2018,Summe,1379565.72
schlierbach,2019,Vorschulische Erziehung,1840656.66
schlierbach,2019,Allgemeinbildender Unterricht,314130.24
schlierbach,2019,Außerschulische Jugenerziehung,69177.76
schlierbach,2019,Sport und außerschulische Leibeserziehung,26078.35
schlierbach,2019,Förderung des Unterrichtes,26032.61
schlierbach,2019,Berufsb. Unterricht,25506.27
schlierbach,2019,Erwachsenenbildung,5212.22
schlierbach,2019,Forschung und Wissenschaft,2380.00
schlierbach,2019,Summe,2309174.11
schönau-im-mühlkreis,2007,Allgemeinbildender Unterricht,227494.47
schönau-im-mühlkreis,2007,Vorschulische Erziehung,160975.23
schönau-im-mühlkreis,2007,Sport und außerschulische Leibeserziehung,78946.67
schönau-im-mühlkreis,2007,Berufsb. Unterricht,13981.12
schönau-im-mühlkreis,2007,Erwachsenenbildung,1626.19
schönau-im-mühlkreis,2007,Summe,483023.68
schönau-im-mühlkreis,2008,Sport und außerschulische Leibeserziehung,305736.90
schönau-im-mühlkreis,2008,Allgemeinbildender Unterricht,225600.55
schönau-im-mühlkreis,2008,Vorschulische Erziehung,186618.64
schönau-im-mühlkreis,2008,Berufsb. Unterricht,12062.80
schönau-im-mühlkreis,2008,Erwachsenenbildung,2541.32
schönau-im-mühlkreis,2008,Summe,732560.21
schönau-im-mühlkreis,2009,Sport und außerschulische Leibeserziehung,542058.96
schönau-im-mühlkreis,2009,Vorschulische Erziehung,243632.97
schönau-im-mühlkreis,2009,Allgemeinbildender Unterricht,181116.84
schönau-im-mühlkreis,2009,Berufsb. Unterricht,10996.00
schönau-im-mühlkreis,2009,Erwachsenenbildung,2433.22
schönau-im-mühlkreis,2009,Summe,980237.99
schönau-im-mühlkreis,2010,Vorschulische Erziehung,278685.14
schönau-im-mühlkreis,2010,Allgemeinbildender Unterricht,187599.00
schönau-im-mühlkreis,2010,Sport und außerschulische Leibeserziehung,161825.77
schönau-im-mühlkreis,2010,Berufsb. Unterricht,10682.00
schönau-im-mühlkreis,2010,Erwachsenenbildung,2939.57
schönau-im-mühlkreis,2010,Außerschulische Jugenerziehung,218.02
schönau-im-mühlkreis,2010,Summe,641949.5
schönau-im-mühlkreis,2011,Vorschulische Erziehung,290102.09
schönau-im-mühlkreis,2011,Allgemeinbildender Unterricht,174179.83
schönau-im-mühlkreis,2011,Sport und außerschulische Leibeserziehung,26077.29
schönau-im-mühlkreis,2011,Berufsb. Unterricht,8596.00
schönau-im-mühlkreis,2011,Erwachsenenbildung,2966.16
schönau-im-mühlkreis,2011,Summe,501921.37
schönau-im-mühlkreis,2012,Vorschulische Erziehung,217991.42
schönau-im-mühlkreis,2012,Allgemeinbildender Unterricht,165386.91
schönau-im-mühlkreis,2012,Sport und außerschulische Leibeserziehung,26544.15
schönau-im-mühlkreis,2012,Berufsb. Unterricht,6554.00
schönau-im-mühlkreis,2012,Erwachsenenbildung,2315.55
schönau-im-mühlkreis,2012,Summe,418792.03
schönau-im-mühlkreis,2013,Vorschulische Erziehung,222345.56
schönau-im-mühlkreis,2013,Allgemeinbildender Unterricht,182338.89
schönau-im-mühlkreis,2013,Sport und außerschulische Leibeserziehung,29766.61
schönau-im-mühlkreis,2013,Berufsb. Unterricht,7119.20
schönau-im-mühlkreis,2013,Erwachsenenbildung,4573.68
schönau-im-mühlkreis,2013,Summe,446143.94
schönau-im-mühlkreis,2014,Vorschulische Erziehung,263744.22
schönau-im-mühlkreis,2014,Allgemeinbildender Unterricht,196855.84
schönau-im-mühlkreis,2014,Sport und außerschulische Leibeserziehung,20708.84
schönau-im-mühlkreis,2014,Berufsb. Unterricht,14251.75
schönau-im-mühlkreis,2014,Erwachsenenbildung,4025.21
schönau-im-mühlkreis,2014,Außerschulische Jugenerziehung,864.00
schönau-im-mühlkreis,2014,Summe,500449.86
schönau-im-mühlkreis,2015,Vorschulische Erziehung,295195.00
schönau-im-mühlkreis,2015,Allgemeinbildender Unterricht,175453.07
schönau-im-mühlkreis,2015,Sport und außerschulische Leibeserziehung,20894.31
schönau-im-mühlkreis,2015,Berufsb. Unterricht,9854.00
schönau-im-mühlkreis,2015,Erwachsenenbildung,4233.90
schönau-im-mühlkreis,2015,Außerschulische Jugenerziehung,960.00
schönau-im-mühlkreis,2015,Summe,506590.28
schönau-im-mühlkreis,2016,Vorschulische Erziehung,365136.93
schönau-im-mühlkreis,2016,Allgemeinbildender Unterricht,199386.73
schönau-im-mühlkreis,2016,Sport und außerschulische Leibeserziehung,22304.45
schönau-im-mühlkreis,2016,Berufsb. Unterricht,7676.00
schönau-im-mühlkreis,2016,Erwachsenenbildung,3741.23
schönau-im-mühlkreis,2016,Außerschulische Jugenerziehung,380.00
schönau-im-mühlkreis,2016,Summe,598625.34
schönau-im-mühlkreis,2017,Vorschulische Erziehung,379091.55
schönau-im-mühlkreis,2017,Allgemeinbildender Unterricht,201941.86
schönau-im-mühlkreis,2017,Sport und außerschulische Leibeserziehung,23327.13
schönau-im-mühlkreis,2017,Berufsb. Unterricht,9967.10
schönau-im-mühlkreis,2017,Erwachsenenbildung,3045.79
schönau-im-mühlkreis,2017,Außerschulische Jugenerziehung,768.00
schönau-im-mühlkreis,2017,Summe,618141.43
schönau-im-mühlkreis,2018,Vorschulische Erziehung,340944.67
schönau-im-mühlkreis,2018,Allgemeinbildender Unterricht,194386.57
schönau-im-mühlkreis,2018,Sport und außerschulische Leibeserziehung,30279.23
schönau-im-mühlkreis,2018,Berufsb. Unterricht,8368.00
schönau-im-mühlkreis,2018,Erwachsenenbildung,2825.64
schönau-im-mühlkreis,2018,Außerschulische Jugenerziehung,912.00
schönau-im-mühlkreis,2018,Summe,577716.11
schönau-im-mühlkreis,2019,Vorschulische Erziehung,439323.96
schönau-im-mühlkreis,2019,Allgemeinbildender Unterricht,206615.85
schönau-im-mühlkreis,2019,Sport und außerschulische Leibeserziehung,23640.97
schönau-im-mühlkreis,2019,Berufsb. Unterricht,7622.00
schönau-im-mühlkreis,2019,Erwachsenenbildung,3309.68
schönau-im-mühlkreis,2019,Außerschulische Jugenerziehung,600.00
schönau-im-mühlkreis,2019,Summe,681112.46
schörfling-am-attersee,2007,Allgemeinbildender Unterricht,333451.01
schörfling-am-attersee,2007,Förderung des Unterrichtes,88996.60
schörfling-am-attersee,2007,Vorschulische Erziehung,60515.25
schörfling-am-attersee,2007,Sport und außerschulische Leibeserziehung,48694.58
schörfling-am-attersee,2007,Berufsb. Unterricht,43099.83
schörfling-am-attersee,2007,Erwachsenenbildung,1169.00
schörfling-am-attersee,2007,Außerschulische Jugenerziehung,218.00
schörfling-am-attersee,2007,Summe,576144.27
schörfling-am-attersee,2008,Allgemeinbildender Unterricht,570960.59
schörfling-am-attersee,2008,Förderung des Unterrichtes,93588.52
schörfling-am-attersee,2008,Vorschulische Erziehung,78893.80
schörfling-am-attersee,2008,Berufsb. Unterricht,43611.10
schörfling-am-attersee,2008,Sport und außerschulische Leibeserziehung,33126.12
schörfling-am-attersee,2008,Erwachsenenbildung,1169.00
schörfling-am-attersee,2008,Außerschulische Jugenerziehung,218.00
schörfling-am-attersee,2008,Summe,821567.13
schörfling-am-attersee,2009,Allgemeinbildender Unterricht,638398.36
schörfling-am-attersee,2009,Förderung des Unterrichtes,97634.97
schörfling-am-attersee,2009,Vorschulische Erziehung,78187.59
schörfling-am-attersee,2009,Sport und außerschulische Leibeserziehung,35928.59
schörfling-am-attersee,2009,Berufsb. Unterricht,34502.10
schörfling-am-attersee,2009,Außerschulische Jugenerziehung,3401.14
schörfling-am-attersee,2009,Erwachsenenbildung,1169.00
schörfling-am-attersee,2009,Summe,889221.75
schörfling-am-attersee,2010,Allgemeinbildender Unterricht,1085620.33
schörfling-am-attersee,2010,Förderung des Unterrichtes,108549.08
schörfling-am-attersee,2010,Vorschulische Erziehung,87755.32
schörfling-am-attersee,2010,Sport und außerschulische Leibeserziehung,60981.40
schörfling-am-attersee,2010,Berufsb. Unterricht,49421.58
schörfling-am-attersee,2010,Erwachsenenbildung,944.00
schörfling-am-attersee,2010,Außerschulische Jugenerziehung,218.00
schörfling-am-attersee,2010,Summe,1393489.71
schörfling-am-attersee,2011,Allgemeinbildender Unterricht,387253.14
schörfling-am-attersee,2011,Vorschulische Erziehung,150657.52
schörfling-am-attersee,2011,Förderung des Unterrichtes,103180.50
schörfling-am-attersee,2011,Sport und außerschulische Leibeserziehung,66502.17
schörfling-am-attersee,2011,Berufsb. Unterricht,32481.99
schörfling-am-attersee,2011,Erwachsenenbildung,5944.00
schörfling-am-attersee,2011,Außerschulische Jugenerziehung,218.00
schörfling-am-attersee,2011,Summe,746237.32
schörfling-am-attersee,2012,Allgemeinbildender Unterricht,493744.59
schörfling-am-attersee,2012,Vorschulische Erziehung,192317.12
schörfling-am-attersee,2012,Sport und außerschulische Leibeserziehung,117042.16
schörfling-am-attersee,2012,Förderung des Unterrichtes,114535.51
schörfling-am-attersee,2012,Berufsb. Unterricht,23712.36
schörfling-am-attersee,2012,Erwachsenenbildung,944.00
schörfling-am-attersee,2012,Außerschulische Jugenerziehung,218.00
schörfling-am-attersee,2012,Summe,942513.74
schörfling-am-attersee,2013,Allgemeinbildender Unterricht,426969.70
schörfling-am-attersee,2013,Vorschulische Erziehung,148605.07
schörfling-am-attersee,2013,Förderung des Unterrichtes,115544.57
schörfling-am-attersee,2013,Sport und außerschulische Leibeserziehung,49050.09
schörfling-am-attersee,2013,Berufsb. Unterricht,34012.10
schörfling-am-attersee,2013,Erwachsenenbildung,944.00
schörfling-am-attersee,2013,Außerschulische Jugenerziehung,218.00
schörfling-am-attersee,2013,Summe,775343.53
